xAxis	D_N2pcc_High	D_N2pcc_Loww	D_Ptccc_High	D_Ptccc_Loww	D_SPCNa_High	D_SPCNa_Loww	D_SPCNb_High	D_SPCNb_Loww	T_P1pcc_High	T_P1pcc_Loww	T_N2pcc_High	T_N2pcc_Loww	T_SPCNa_High	T_SPCNa_Loww	T_SPCNb_High	T_SPCNb_Loww
96	0.163935058	0.030995725	0.197414706	0.036813173	0.168329415	0.024245969	0.187251592	0.035943129	-0.018111707	0.157034336	-0.014332697	0.062663467	-0.024751651	0.069858504	-0.037892426	0.120061153
100	0.189671018	0.060406844	0.2184102	0.061333829	0.207282505	0.050081942	0.212223138	0.067271095	-0.068541855	0.165559166	-0.067504387	0.071859063	-0.079783223	0.079585579	-0.098320823	0.127557503
104	0.208772529	0.073733255	0.232925186	0.069577724	0.243571501	0.059597365	0.231211551	0.08371154	-0.096675722	0.169179204	-0.094908163	0.077862739	-0.107286179	0.084989297	-0.129564844	0.133482404
108	0.217686948	0.081057917	0.239761288	0.07357477	0.261167034	0.064935521	0.241604703	0.093250355	-0.108996887	0.16945771	-0.10315994	0.077673048	-0.115111036	0.083800505	-0.139504108	0.134352042
112	0.215228663	0.095889497	0.240537701	0.088347015	0.256539993	0.083785877	0.241392774	0.10801415	-0.11728474	0.171510394	-0.104124456	0.072564483	-0.116102397	0.078477773	-0.141744784	0.129853883
116	0.205345997	0.124738335	0.239810724	0.119866206	0.242519173	0.124022209	0.233162439	0.134645995	-0.128116477	0.182801287	-0.106744083	0.074096495	-0.119097592	0.081033608	-0.146153536	0.129247337
120	0.193393275	0.162626944	0.239750486	0.161587889	0.232693525	0.17702506	0.221366693	0.168278178	-0.138588154	0.212485348	-0.111587481	0.099563404	-0.124127993	0.108242013	-0.153400643	0.149057496
124	0.18300889	0.195231538	0.237999943	0.198065767	0.22970612	0.222692492	0.209490789	0.194351702	-0.141318652	0.263560261	-0.111889179	0.155862396	-0.124094709	0.166446247	-0.157105679	0.197893715
128	0.179757925	0.206986261	0.238032333	0.213170881	0.233580061	0.242963881	0.203883751	0.199211678	-0.128319009	0.326887837	-0.097489587	0.231397075	-0.10865981	0.244168232	-0.147111598	0.266592391
132	0.187098946	0.195189652	0.247252244	0.203957702	0.246623167	0.235191936	0.209362893	0.184593544	-0.093400157	0.388062581	-0.060815507	0.305860174	-0.069923983	0.321507399	-0.113806998	0.337621808
136	0.196229837	0.175580883	0.260547405	0.186360245	0.26434007	0.214276065	0.217651065	0.168911105	-0.035970596	0.439790279	-0.003843502	0.367938366	-0.009968467	0.386916003	-0.055796087	0.401178964
140	0.192422542	0.167137826	0.262774981	0.179610912	0.275420721	0.198670647	0.213900781	0.168686923	0.03712305	0.481210148	0.063710448	0.415632162	0.060886478	0.437403744	0.018068941	0.454198
144	0.170690195	0.173876753	0.246216215	0.187188785	0.272609533	0.195330928	0.193641036	0.182256918	0.115541299	0.512901431	0.132417209	0.447557925	0.132325405	0.470743856	0.095696851	0.494489455
148	0.136013536	0.184507715	0.213201846	0.197096962	0.254138575	0.197322757	0.162791583	0.194817377	0.192712436	0.539901442	0.198984207	0.465137903	0.200693568	0.488893988	0.171258717	0.524505131
152	0.093992393	0.182702449	0.167817893	0.193160996	0.219349845	0.189902782	0.125736768	0.190449009	0.264560476	0.567377341	0.261001219	0.473119568	0.264131144	0.497703721	0.242093298	0.549684305
156	0.048319451	0.159327389	0.115106728	0.166926009	0.170745809	0.161880132	0.082542997	0.162947221	0.319727655	0.588976252	0.306660179	0.471603109	0.311271223	0.497352956	0.296297513	0.567795745
160	0.006357986	0.119826756	0.065384097	0.124703634	0.11820952	0.117069278	0.037486569	0.12053261	0.342362503	0.590360592	0.318422726	0.455708517	0.324158108	0.482160707	0.31685819	0.569132262
164	-0.022319997	0.077373155	0.031164577	0.08015283	0.074105254	0.069525148	0.000729788	0.076315661	0.328963713	0.563206449	0.291280974	0.422048211	0.297240206	0.448346974	0.302455038	0.544797665
168	-0.03750433	0.039110081	0.014090241	0.040468417	0.041449227	0.028741174	-0.023819275	0.035534907	0.292211871	0.511544546	0.238480176	0.372273854	0.243941989	0.398061119	0.269397643	0.493660411
172	-0.054370522	0.005606213	-0.002026788	0.006128207	0.009644546	-0.003248118	-0.047911901	-0.002284601	0.245787721	0.444137275	0.176975508	0.307964225	0.181737731	0.33333644	0.230738563	0.419509949
176	-0.092520879	-0.022192309	-0.038973352	-0.021537183	-0.035863133	-0.025059191	-0.090325284	-0.03551936	0.192071467	0.363632802	0.113068507	0.226339142	0.117339531	0.250537426	0.183683158	0.324140384
180	-0.156182072	-0.042443986	-0.102012503	-0.039664775	-0.098895199	-0.034963453	-0.155920799	-0.06204288	0.12787703	0.271658252	0.045568076	0.130685257	0.049639848	0.152119007	0.121834684	0.214193647
184	-0.229585629	-0.055715349	-0.174743306	-0.047833583	-0.169977486	-0.036130994	-0.229145213	-0.082554596	0.057847783	0.179144216	-0.022942975	0.036153572	-0.018931197	0.053936739	0.051794201	0.108128927
188	-0.29220784	-0.065210182	-0.236847015	-0.050837595	-0.236143532	-0.035375432	-0.289332222	-0.099370493	-0.004753841	0.099416606	-0.085905188	-0.045858722	-0.082109948	-0.03086852	-0.010328177	0.021726685
192	-0.334621026	-0.078734279	-0.280361113	-0.060145403	-0.288568964	-0.041135079	-0.328492069	-0.118797628	-0.056559181	0.035888876	-0.145784629	-0.116261329	-0.142765901	-0.102450186	-0.061129776	-0.044682455
196	-0.361279623	-0.111051842	-0.310081415	-0.092339352	-0.326332847	-0.067080171	-0.353259317	-0.153572225	-0.109971507	-0.018734026	-0.214125444	-0.179175429	-0.212826172	-0.165821132	-0.115878709	-0.100767745
200	-0.381380396	-0.173006269	-0.332991094	-0.15593698	-0.355022032	-0.124696726	-0.373769858	-0.213807842	-0.171989695	-0.076103055	-0.290002916	-0.238331012	-0.291075307	-0.226431163	-0.183149283	-0.158221169
204	-0.401692287	-0.254098165	-0.353561666	-0.236917887	-0.382461708	-0.204360851	-0.396986426	-0.2911438	-0.232383574	-0.143965824	-0.353561523	-0.298211298	-0.356745327	-0.289708668	-0.249362814	-0.225200675
208	-0.423387924	-0.327582862	-0.372693635	-0.307137022	-0.410897639	-0.277238875	-0.423725879	-0.362468803	-0.279585487	-0.217305284	-0.390279754	-0.358336584	-0.39498027	-0.354086968	-0.298669554	-0.298014404
212	-0.443169023	-0.376138414	-0.387742768	-0.350688188	-0.435001257	-0.32315718	-0.449447098	-0.412825086	-0.316645588	-0.281663327	-0.408650728	-0.410736277	-0.414818268	-0.40962363	-0.334234039	-0.362235992
216	-0.460023981	-0.404515202	-0.397100992	-0.374307612	-0.448893289	-0.346036929	-0.470630341	-0.447546986	-0.353882466	-0.324158768	-0.426245285	-0.445220959	-0.434319489	-0.445468386	-0.369966088	-0.4047189
220	-0.477448478	-0.424103461	-0.403888391	-0.390753818	-0.453713422	-0.358735232	-0.48895233	-0.475682935	-0.391665831	-0.343038492	-0.447831908	-0.458673445	-0.45786243	-0.459430248	-0.408904825	-0.424391074
224	-0.49590802	-0.436865225	-0.410829897	-0.402825521	-0.454539634	-0.364557695	-0.505589862	-0.49541251	-0.420467531	-0.347145978	-0.467540346	-0.457489241	-0.479328107	-0.458925274	-0.442268086	-0.430068279
228	-0.5107355	-0.434603184	-0.417792418	-0.401718532	-0.455841534	-0.353964192	-0.518271022	-0.496097745	-0.434851234	-0.345634832	-0.48333337	-0.450501383	-0.496841896	-0.452630482	-0.464077991	-0.429177878
232	-0.52074862	-0.407288621	-0.426359209	-0.374780891	-0.461996744	-0.316091351	-0.526439067	-0.46804351	-0.430929209	-0.341256247	-0.489013095	-0.441219378	-0.503547672	-0.443569842	-0.467804438	-0.42421718
236	-0.525766867	-0.35249777	-0.435032136	-0.318495616	-0.470966221	-0.252427776	-0.528346993	-0.410921795	-0.40094201	-0.330040878	-0.468855118	-0.425516341	-0.482123734	-0.427630544	-0.440894993	-0.411912094
240	-0.51779741	-0.279292423	-0.431585155	-0.245005482	-0.470953223	-0.178324827	-0.514338129	-0.336131572	-0.347110608	-0.307260267	-0.417191074	-0.398774081	-0.426614191	-0.400510081	-0.381895561	-0.388143521
244	-0.487863385	-0.201816035	-0.405277364	-0.171588939	-0.453082787	-0.110055996	-0.475605932	-0.258350491	-0.289034658	-0.277395322	-0.348410542	-0.366718088	-0.353306699	-0.368011725	-0.310851148	-0.358433775
248	-0.439700587	-0.130822041	-0.362372352	-0.106807684	-0.421580982	-0.052954669	-0.417558052	-0.187094013	-0.248666048	-0.253969602	-0.283634417	-0.342777725	-0.285935832	-0.343431192	-0.255269808	-0.337228145
252	-0.386557244	-0.070442989	-0.317579211	-0.049370194	-0.385942115	-0.004461221	-0.355606187	-0.125553959	-0.233652014	-0.247635337	-0.236226508	-0.3361307	-0.239027533	-0.336226686	-0.2308808	-0.335087654
256	-0.33797331	-0.01757651	-0.277436499	0.006228189	-0.350368389	0.038514285	-0.301019789	-0.070680746	-0.233930025	-0.258254216	-0.206885211	-0.344780022	-0.212350662	-0.345133466	-0.233068655	-0.350950321
260	-0.294798928	0.036355859	-0.238170519	0.066633701	-0.312355686	0.081406462	-0.255033946	-0.013005892	-0.230565908	-0.2738586	-0.186243295	-0.354331694	-0.194639876	-0.356221917	-0.241631015	-0.369907909
264	-0.253103552	0.096629203	-0.19433101	0.133360683	-0.269180732	0.129920176	-0.21217263	0.05361431	-0.208945137	-0.277946514	-0.162028908	-0.347076303	-0.172410434	-0.351296876	-0.234612437	-0.373819959
268	-0.208931466	0.156536639	-0.145084933	0.196551972	-0.221631513	0.180763054	-0.165905348	0.121318145	-0.165461125	-0.262152865	-0.127661876	-0.318318429	-0.138902542	-0.324706173	-0.201538864	-0.358176622
272	-0.163354181	0.205087712	-0.096015193	0.24495492	-0.173857722	0.224095291	-0.115652919	0.177067926	-0.10855809	-0.227053274	-0.086592838	-0.274102016	-0.097607394	-0.281869426	-0.149481269	-0.3291892
276	-0.121584209	0.241264229	-0.054981602	0.279440013	-0.132531004	0.256726726	-0.066821935	0.218733578	-0.054304236	-0.175913215	-0.04764903	-0.218437865	-0.057413891	-0.226613663	-0.096881967	-0.289001223
280	-0.087518214	0.275027934	-0.025877183	0.311390053	-0.102781176	0.285125788	-0.025126879	0.256950187	-0.013826637	-0.118790998	-0.014670596	-0.15606665	-0.0222593	-0.163907076	-0.056354652	-0.240111409
284	-0.058338815	0.315741811	-0.003926972	0.350430506	-0.08202762	0.317003987	0.01007125	0.302860583	0.012912522	-0.071826553	0.013525155	-0.099356398	0.008601116	-0.106625466	-0.027897875	-0.193167895
288	-0.02774658	0.362945657	0.020500746	0.395748625	-0.062346403	0.353703228	0.044181964	0.35685306	0.029634833	-0.047519147	0.036018321	-0.064475489	0.033423704	-0.071247193	-0.00803911	-0.162414508
292	0.006644484	0.409079489	0.05272054	0.439135511	-0.036084341	0.392027864	0.080260343	0.411131094	0.036656729	-0.046322062	0.048266016	-0.058107516	0.047109003	-0.064444865	0.002682458	-0.152350577
296	0.041131168	0.447452706	0.089168716	0.474328483	-0.00071604	0.429299558	0.115462224	0.458850791	0.030750552	-0.058103696	0.044885566	-0.070602346	0.044248746	-0.076491095	-0.001402498	-0.154190663
300	0.068395431	0.473997874	0.119760309	0.499038586	0.035444094	0.461589924	0.142175881	0.494525438	0.008398341	-0.069312069	0.023200287	-0.085881045	0.022319055	-0.091581261	-0.026612521	-0.15632581
304	0.082173436	0.487976038	0.134958634	0.513491816	0.056020293	0.481904765	0.153820632	0.513491965	-0.026294688	-0.069826169	-0.010121036	-0.093709221	-0.011832921	-0.099578475	-0.068257008	-0.151628271
308	0.083840291	0.493079906	0.136282568	0.520219019	0.053270246	0.48571494	0.152320139	0.516749177	-0.061457972	-0.058020388	-0.040944721	-0.092303814	-0.043707875	-0.0982975	-0.109852837	-0.138025567
312	0.081722806	0.491886786	0.134722891	0.520814979	0.037074575	0.474162787	0.147285072	0.508110132	-0.088391199	-0.042567664	-0.060152302	-0.087349895	-0.063747219	-0.093421098	-0.137714476	-0.122048429
316	0.083982454	0.481255575	0.138350582	0.511741292	0.024282093	0.450805633	0.148725691	0.488136607	-0.106089852	-0.033872555	-0.06991615	-0.084352188	-0.073702336	-0.091279451	-0.150071377	-0.113152052
320	0.096367065	0.458261791	0.150046039	0.490894026	0.027618364	0.421203029	0.163651238	0.457029024	-0.119184678	-0.035741943	-0.080315171	-0.083383167	-0.083684532	-0.092448846	-0.156345336	-0.114786311
324	0.12295894	0.429343111	0.172988634	0.46639398	0.05264708	0.395223557	0.195247808	0.422698137	-0.135867671	-0.047646184	-0.102709472	-0.085156233	-0.105912663	-0.096782045	-0.170990776	-0.126461963
328	0.16150466	0.404286101	0.206858041	0.448162101	0.095812487	0.379224011	0.238570788	0.395123828	-0.162610955	-0.067207617	-0.141871549	-0.094060208	-0.146207401	-0.107169488	-0.202465164	-0.146922687
332	0.204808642	0.385933459	0.247781547	0.436478518	0.147922909	0.368538847	0.283943052	0.37785181	-0.196414351	-0.092280994	-0.188677442	-0.114517521	-0.195436452	-0.127517199	-0.243907793	-0.176393644
336	0.244531712	0.373879381	0.289485196	0.428747407	0.199011236	0.357180805	0.322549783	0.370853617	-0.223452571	-0.125679582	-0.223087137	-0.151106122	-0.231990384	-0.163775504	-0.275335349	-0.219128911
340	0.269832039	0.368342156	0.318909409	0.425162584	0.236990524	0.346094185	0.344080753	0.37193404	-0.231910977	-0.172339498	-0.230815699	-0.20688041	-0.240228439	-0.220800298	-0.282479707	-0.278383886
344	0.271639842	0.365451717	0.322410846	0.422036079	0.251208074	0.337240593	0.340293773	0.371797557	-0.224310015	-0.22751177	-0.218047459	-0.274410544	-0.226738247	-0.291083364	-0.270652494	-0.344582348
348	0.251171776	0.358986051	0.300662914	0.41308004	0.238393672	0.33012156	0.313992972	0.360698416	-0.215343047	-0.276149165	-0.2056704	-0.336708904	-0.213997104	-0.355799441	-0.257843959	-0.398801613
352	0.217957065	0.34868123	0.267424851	0.399707799	0.203738153	0.325034136	0.275474229	0.339911745	-0.221240584	-0.306658171	-0.213298628	-0.380751065	-0.222561325	-0.400464796	-0.261648609	-0.428945559
356	0.180035661	0.339731357	0.234416344	0.389611542	0.158167287	0.322339276	0.232251525	0.320327157	-0.247770336	-0.323089149	-0.245306533	-0.408172896	-0.256362835	-0.426947202	-0.287111869	-0.440501279
360	0.146794054	0.335109549	0.209558702	0.385986262	0.118211451	0.320158613	0.193865342	0.310032679	-0.286437766	-0.345353447	-0.290301123	-0.436855355	-0.303031846	-0.455011849	-0.323682539	-0.457249356
364	0.131609162	0.334173927	0.20246943	0.385947448	0.100536628	0.31715218	0.175637704	0.308802679	-0.328434902	-0.391299693	-0.337875728	-0.485271403	-0.352201808	-0.504675735	-0.362168257	-0.5026845
368	0.14105127	0.333793789	0.217510455	0.385083288	0.109412516	0.312143307	0.185464918	0.309334545	-0.375210343	-0.456970419	-0.389850804	-0.550857372	-0.406553942	-0.572837827	-0.408231633	-0.573569689
372	0.166923687	0.32867705	0.246533524	0.378384736	0.136067278	0.301404958	0.214095602	0.302671895	-0.429533195	-0.51901374	-0.450703267	-0.611297008	-0.470508879	-0.635029664	-0.469138193	-0.640696033
376	0.190902629	0.315605401	0.272251769	0.363370879	0.164772077	0.282760066	0.240918528	0.28504519	-0.484432027	-0.558303266	-0.515095324	-0.648494928	-0.537217378	-0.672055485	-0.535959922	-0.679557307
380	0.197328742	0.29861071	0.280286462	0.345428905	0.178904492	0.261944344	0.249130749	0.262869855	-0.530439346	-0.573707612	-0.572310592	-0.661447395	-0.594887933	-0.683774267	-0.592292753	-0.688453433
384	0.185156568	0.288006627	0.270320586	0.336531467	0.172732302	0.251044639	0.238992825	0.250259097	-0.566649596	-0.572731586	-0.617562525	-0.656252251	-0.639135734	-0.677245973	-0.632308262	-0.677334062
388	0.162967396	0.293773585	0.250263361	0.347097666	0.151616218	0.260358841	0.220666509	0.26014244	-0.596998371	-0.562350829	-0.652066097	-0.640430072	-0.67217624	-0.660112137	-0.660018911	-0.657715635
392	0.135783183	0.319043222	0.225212159	0.37870149	0.122014766	0.291797344	0.199280054	0.293963814	-0.620865495	-0.550119063	-0.677274066	-0.626598868	-0.695874631	-0.645121129	-0.678915823	-0.643273921
396	0.102892666	0.355795394	0.196224118	0.420684902	0.087187864	0.33571006	0.172213951	0.338279606	-0.635814217	-0.542681489	-0.694757571	-0.623461593	-0.711742964	-0.641885383	-0.68984319	-0.642772978
400	0.063726831	0.386298574	0.162211995	0.453358265	0.047550295	0.372702644	0.136424464	0.371317096	-0.645497921	-0.542461046	-0.708551034	-0.62789392	-0.7240456	-0.647792678	-0.695807941	-0.654315177
404	0.020358536	0.393913188	0.121663256	0.459585562	0.000333816	0.385712075	0.092896069	0.376509322	-0.659156171	-0.548144639	-0.724695314	-0.632532776	-0.739703051	-0.654978263	-0.705250819	-0.669194867
408	-0.023200229	0.375414487	0.076867055	0.435815141	-0.055695908	0.37289543	0.046978541	0.352317517	-0.680049338	-0.554525401	-0.745209858	-0.633706788	-0.761483893	-0.658247497	-0.723592206	-0.677265345
412	-0.065023787	0.338904982	0.032573086	0.391494731	-0.115717678	0.343143014	0.003429235	0.309238397	-0.700308851	-0.55386004	-0.763973795	-0.630956539	-0.782573161	-0.655628352	-0.7446821	-0.671851291
416	-0.107891581	0.295927662	-0.010776607	0.341886979	-0.172506926	0.304583393	-0.038764639	0.261998539	-0.709362935	-0.542972091	-0.771877907	-0.625500881	-0.792228266	-0.648376407	-0.756459413	-0.654984491
420	-0.154294677	0.257005508	-0.056805914	0.300613752	-0.223294861	0.263735311	-0.082994199	0.223795158	-0.701773757	-0.528080558	-0.762288044	-0.619931122	-0.782555484	-0.640847061	-0.750433969	-0.636195021
424	-0.198540862	0.226495975	-0.102779238	0.271360274	-0.266223064	0.225149738	-0.126520662	0.198465387	-0.680435705	-0.522695188	-0.7357079	-0.621323513	-0.754340889	-0.641836498	-0.727143444	-0.630225359
428	-0.228607747	0.197934129	-0.137464871	0.245059208	-0.294962231	0.184159446	-0.159622362	0.175197247	-0.659488144	-0.53815793	-0.705864921	-0.641278798	-0.722940123	-0.663284621	-0.700527775	-0.651791603
432	-0.237444729	0.15944989	-0.151195231	0.208202097	-0.302869354	0.130122395	-0.174774614	0.13771645	-0.654800553	-0.573975285	-0.691474637	-0.685018823	-0.708424764	-0.709491016	-0.689246759	-0.701318141
436	-0.227823328	0.106998988	-0.141967796	0.156705307	-0.289853466	0.062009307	-0.172075545	0.08134356	-0.668956893	-0.619998305	-0.698050902	-0.742444766	-0.716305117	-0.769163064	-0.698951094	-0.761720829
440	-0.207082121	0.051783356	-0.114759405	0.10259445	-0.263721788	-0.002504711	-0.156667919	0.020126171	-0.688298005	-0.665983607	-0.712616891	-0.795688307	-0.732527287	-0.823758411	-0.716165869	-0.814096893
444	-0.185546715	0.010201447	-0.083586966	0.063647318	-0.238593399	-0.042697466	-0.139459461	-0.026744003	-0.690376921	-0.703729908	-0.712462574	-0.832084209	-0.733359707	-0.860405484	-0.716478122	-0.848643722
448	-0.170300503	-0.011225958	-0.061976849	0.046655539	-0.222521573	-0.056370965	-0.129584524	-0.051671716	-0.660660872	-0.724635402	-0.682593462	-0.846612363	-0.703404317	-0.87379533	-0.684324837	-0.860843895
452	-0.161130135	-0.017657069	-0.052212319	0.046199739	-0.211177207	-0.05670959	-0.127099166	-0.059590648	-0.608203474	-0.721365741	-0.630291282	-0.837129681	-0.650554422	-0.861700928	-0.630566114	-0.846132071
456	-0.155649377	-0.018455338	-0.049427825	0.05204931	-0.197496276	-0.056562395	-0.127263772	-0.060407206	-0.558565084	-0.694734221	-0.580322179	-0.805733167	-0.600341109	-0.827251555	-0.58265198	-0.806998721
460	-0.151196053	-0.024560592	-0.047901353	0.051378993	-0.180216435	-0.06612045	-0.12543171	-0.066871429	-0.53176449	-0.652418906	-0.553607935	-0.758784477	-0.574030054	-0.778296485	-0.558418448	-0.753647982
464	-0.141656606	-0.041771177	-0.039801437	0.035745626	-0.161182302	-0.089357989	-0.116731703	-0.086658796	-0.531832962	-0.602754407	-0.55461301	-0.705115132	-0.576408485	-0.724075718	-0.559139812	-0.697257751
468	-0.123417018	-0.06312234	-0.020679086	0.011209895	-0.142729576	-0.116649291	-0.099938057	-0.112225935	-0.550563512	-0.55358344	-0.574786561	-0.654834568	-0.599243888	-0.673903155	-0.578101263	-0.647700627
472	-0.105390213	-0.074342652	-0.000923736	-0.006635057	-0.131526546	-0.132458536	-0.084240539	-0.126710532	-0.574236812	-0.510783572	-0.600086535	-0.613924758	-0.627724011	-0.632883756	-0.6049363	-0.609550244
476	-0.104377412	-0.067309993	-0.000234883	-0.007600917	-0.138330041	-0.130678879	-0.085646887	-0.120423362	-0.587576775	-0.474272553	-0.613345402	-0.578882476	-0.64293275	-0.597517384	-0.622786958	-0.577327068
480	-0.126128195	-0.041497902	-0.025354734	0.011104626	-0.165795655	-0.112204447	-0.109921758	-0.093604822	-0.57933257	-0.439648626	-0.59986008	-0.542902272	-0.629035093	-0.561622616	-0.615248957	-0.542505039
484	-0.158178731	-0.003112953	-0.061879755	0.045318374	-0.202827063	-0.080547768	-0.1448452	-0.054417712	-0.551533086	-0.405190309	-0.560471211	-0.506317544	-0.587466488	-0.52593818	-0.58290088	-0.505451238
488	-0.182364168	0.033252172	-0.088890155	0.080507176	-0.233573457	-0.048200925	-0.170862476	-0.018588802	-0.520681869	-0.374790316	-0.515314643	-0.475328788	-0.540281445	-0.496088986	-0.547049759	-0.474402698
492	-0.190377989	0.055007954	-0.096631762	0.101942335	-0.24841934	-0.028860631	-0.17779805	0.000952058	-0.49864024	-0.351176541	-0.482514893	-0.451451062	-0.506711568	-0.472745676	-0.5240734	-0.453665042
496	-0.189239166	0.058083848	-0.09249409	0.104350295	-0.248568861	-0.026797544	-0.172881416	0.000571893	-0.480898846	-0.331807294	-0.461053859	-0.431628354	-0.485080959	-0.452985571	-0.508123474	-0.440155491
500	-0.191972275	0.043254529	-0.091382909	0.088595013	-0.243430821	-0.041017457	-0.171417941	-0.017549326	-0.462451431	-0.314941349	-0.443398271	-0.417111062	-0.467049854	-0.439050328	-0.490427284	-0.430666849
504	-0.203166262	0.016747126	-0.100567185	0.061883348	-0.241530561	-0.067039091	-0.180411273	-0.045886728	-0.449685982	-0.301964508	-0.431345061	-0.410258966	-0.454849168	-0.43352683	-0.477283301	-0.422330875
508	-0.223462292	-0.008087185	-0.122799779	0.038919548	-0.250947098	-0.090723967	-0.201307058	-0.071353056	-0.448966439	-0.292595104	-0.430160101	-0.408096041	-0.454341135	-0.432298376	-0.478210514	-0.410674981
512	-0.262638661	-0.020268358	-0.168168988	0.030238571	-0.285371613	-0.096527523	-0.242468427	-0.083856977	-0.457045349	-0.285145991	-0.439289868	-0.405644386	-0.464588933	-0.429612979	-0.491956386	-0.394470319
516	-0.329929373	-0.021608971	-0.242723548	0.031144212	-0.35358894	-0.083846556	-0.310676884	-0.085439972	-0.466876008	-0.28084198	-0.453283133	-0.400250373	-0.479286323	-0.4234986	-0.509872562	-0.379176674
520	-0.41396628	-0.023413267	-0.330312015	0.028348438	-0.442566182	-0.068119904	-0.393566224	-0.08766896	-0.474608623	-0.282377232	-0.466869699	-0.391132631	-0.492606145	-0.414536107	-0.525494624	-0.37120574
524	-0.487167105	-0.035586984	-0.400962958	0.012998268	-0.525107211	-0.067615477	-0.46537365	-0.100663684	-0.481958536	-0.288034395	-0.479175937	-0.379663505	-0.504246635	-0.404434753	-0.539456971	-0.371808004
528	-0.529270893	-0.060180178	-0.4361032	-0.013873562	-0.581564978	-0.090305143	-0.507480673	-0.12612683	-0.492115696	-0.292727797	-0.493742798	-0.370645866	-0.518888055	-0.397188304	-0.555868877	-0.37910185
532	-0.542774658	-0.092534633	-0.441883743	-0.043656593	-0.611415342	-0.129730747	-0.521591493	-0.159523387	-0.502965638	-0.293555136	-0.508994347	-0.367574128	-0.53540348	-0.395389484	-0.572626225	-0.389400015
536	-0.545631126	-0.12716387	-0.439188807	-0.069590895	-0.626127412	-0.173927916	-0.524244694	-0.196481143	-0.507261452	-0.29124279	-0.51595111	-0.366894383	-0.543970371	-0.395384542	-0.580225564	-0.396990011
540	-0.550293449	-0.16454811	-0.442417953	-0.096466448	-0.634316639	-0.218147482	-0.527802308	-0.2385063	-0.502121432	-0.29197147	-0.50925758	-0.365736935	-0.538608589	-0.394846717	-0.574381259	-0.401816223
544	-0.555236397	-0.208255808	-0.451596077	-0.133617604	-0.638135115	-0.26411934	-0.531275323	-0.288562705	-0.492373783	-0.305255821	-0.491996307	-0.369811786	-0.522838916	-0.399722882	-0.561324807	-0.413462549
548	-0.556782479	-0.254977024	-0.461555908	-0.179517818	-0.640100543	-0.310735394	-0.53191169	-0.341934194	-0.484050406	-0.331385182	-0.469131846	-0.382484644	-0.502304281	-0.41270681	-0.549757459	-0.435915541
552	-0.55805184	-0.294554581	-0.469695152	-0.222981515	-0.644211915	-0.352404663	-0.532837694	-0.386665658	-0.478831906	-0.356211276	-0.445361646	-0.3961023	-0.481713576	-0.425423968	-0.543463178	-0.458267436
556	-0.562579703	-0.319342402	-0.473727646	-0.256394067	-0.649876443	-0.38555858	-0.536171024	-0.413405045	-0.47462545	-0.363093903	-0.425167594	-0.39915653	-0.464645775	-0.426794891	-0.540176019	-0.465969436
560	-0.563373654	-0.326466646	-0.466918393	-0.276450798	-0.646908	-0.405775315	-0.53427625	-0.41914798	-0.464782387	-0.342481569	-0.405845245	-0.381671515	-0.447010541	-0.408038877	-0.530871472	-0.448710206
564	-0.549163909	-0.317053405	-0.443485557	-0.280579767	-0.625832677	-0.407174757	-0.517580249	-0.40704539	-0.439296668	-0.293933698	-0.377479847	-0.338567045	-0.41817266	-0.364527913	-0.504885387	-0.403284831
568	-0.520251238	-0.296591885	-0.409655576	-0.269556974	-0.591379971	-0.389555895	-0.48886852	-0.384496503	-0.396334992	-0.231637473	-0.338132788	-0.279212831	-0.377057342	-0.305259388	-0.463804235	-0.343170715
572	-0.489811898	-0.271909306	-0.380901304	-0.247894054	-0.55807458	-0.362063208	-0.461848366	-0.358929227	-0.351772832	-0.181775473	-0.302089481	-0.225974543	-0.339643849	-0.252272082	-0.426117614	-0.295819322
576	-0.470336041	-0.247566227	-0.368059577	-0.221174688	-0.53650446	-0.334269252	-0.447194269	-0.333832522	-0.331427069	-0.162989965	-0.289340704	-0.197471338	-0.327116645	-0.224299478	-0.414368454	-0.280064959
580	-0.46345286	-0.225355632	-0.369914555	-0.193585103	-0.527438538	-0.309545116	-0.444276125	-0.309542786	-0.350569314	-0.173228456	-0.308781171	-0.196478129	-0.348465249	-0.2243887	-0.437641714	-0.292621796
584	-0.460617817	-0.204926255	-0.375790172	-0.166531464	-0.52358348	-0.285443823	-0.443228885	-0.285578633	-0.401835923	-0.196428972	-0.349279403	-0.210483216	-0.391853169	-0.239807282	-0.484167171	-0.315248393
588	-0.451124843	-0.183106803	-0.373172074	-0.138135493	-0.51610119	-0.254910974	-0.433624158	-0.259425733	-0.461200389	-0.215270396	-0.388061759	-0.222044989	-0.433468227	-0.252153805	-0.530223418	-0.329419932
592	-0.432415697	-0.157668177	-0.35751957	-0.108074783	-0.502095137	-0.213628291	-0.414824301	-0.228824072	-0.506888855	-0.221896702	-0.411527602	-0.224074358	-0.458900966	-0.25382933	-0.560193427	-0.32971167
596	-0.411499492	-0.132774016	-0.33601097	-0.082761609	-0.486237064	-0.170067968	-0.394582612	-0.199270636	-0.531918133	-0.221289988	-0.424522467	-0.224224958	-0.472862296	-0.253500918	-0.576814979	-0.325226806
